txid,exploit_chain_height,replay_status,not_replayable_reason,confirmed_height,out_value_rvn,n_in,n_out,from_forged_block,asset,output_addresses
00933d1336c790383168fde67745bea16bbb49d03f8fbd46c44fcf67a19aa83b,4488775,NOT_REPLAYABLE,depends-on-unreplayable-parent,,5776.14579641,2,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
6c64ee73a2f720f812dd24bc781ca1bada4923b674e66a87a70ebec9296a0c93,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,17.03451868,1,1,False,,RJx5MuBSjAPDvrCtHW4HdUBkwDTeREPq2f
499d0e29c46b75395b3f279b6aef485effa9ef873f9fbdda636fbef99e5fc1ae,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,16.66326867,1,1,False,,RP5JqsHFxHquX6RKNowigxzKeUX4XkUDLz
76fa13cbd20f6c70891994924490f32d06b2171dd6797775745d8d9c597983f9,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,10.29633118,1,1,False,,RDrUforScxfp64xnZjDTKMjWfoHVu7mQ9b
ebda166a9806c1121be2c01bdff5bff571de85dfc1498bc6cfc9712938dd2c4f,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,10.09918739,1,2,False,,RESZ9tYsUfoJTxdbRShog1C4pCo6BBMgHa|RW4LSUHvujL4srAEkRzkQgdvbzP1i31898
9a0021927cf898ecea921a50e50229e0b3812af4c887c519c781bdfe7f1de0a0,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,5.95671679,1,2,False,,RMoVA6qMuaccJDA6nzggtWMjrEaNVpzvT4|RW4LSUHvujL4srAEkRzkQgdvbzP1i31898
53f51cf770bf0087d99c82061b1175913be117a708135e81fcb83ab8c0f088b7,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,12.15031675,1,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
efc0b1d237fbcc2ac9f233be67fcca02a93fc9dd00e7cea6f218834eca4adbf2,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,101.30600425,1,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
38ded33275b2f153f488fca74a32f816c8f0d851809967729aaa6108d3a34982,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,792.40700007,2,4,False,,RBehEgcRa9fi6eEsb96GgKP4ErwEpmU85Y|REsLkTj9TXfa1jtMwfywwNgv4rLpCjs5yy|RHL7NorZ9Q2SzS6bE1RJLwtXWt8HUxknXM|RTRF9rS37J8Md6vfYqnq322YWpLxEBp2Yf
942032526e5f2fc664ae4f8a5eed3d1c2478dd1ceb22c2381a44e8119b2841be,4488778,NOT_REPLAYABLE,depends-on-unreplayable-parent,,10.85712925,1,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
f2d2149fcdb794dfc5c597fb67912a1503df6f691a966f1d28a2b415b9e59afa,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1186.90556969,8,1,False,,RRAXDE57J9oiVmSzQ6NVGVnurDxj2ZkZG7
87798c0c6517afdc9b05e112bd192065f6d2bde0bb9aeba4788abc7890ed2e72,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,10.13012494,1,2,False,,RESZ9tYsUfoJTxdbRShog1C4pCo6BBMgHa|RW4LSUHvujL4srAEkRzkQgdvbzP1i31898
c14105fec341ccbc7f9096b26e23c69d6d7905e50027b3cf039692de9e8bc84a,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1196.6121764,8,1,False,,rNE4txZm3VjNpKUFd23nHyuuCKNmdzem9k
d9a8301b56c4b1b457dc8897ac6d7a4f7c90670bc20c27e3c48c1554b485a281,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,10.41712709,1,2,False,,RRT3v8uKazr662SdurzZdt5oe7MzvLDqsi
14656e0f215e8413edcd32458e24ec8944f7cd779aeab8471e0b519d83f185b0,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,10.57800224,1,2,False,,RRT3v8uKazr662SdurzZdt5oe7MzvLDqsi
21bbd96ffa4c01ff9b82454b96c5df04474d7ea841fe534397bb70bb965fff0a,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,5900.45257956,4,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
85c49525a0f1b58cac8fde834ce376f56a8dd213264719dbcb5defde538ad118,4488781,NOT_REPLAYABLE,orphaned-coinbase-input,,7499.99572819,6,189,False,,R9UsJFQBQvV8wNefuya1Qv3yMT4HoQuDMz|R9ZtxL1pRPTbkQsZF5J8j3ZAzDgmH5qyMj|R9di3bXrJrjUx7g4oa4CGxS6V21E86WYX4|R9pYURXm4nf1QEZdU7TW4N4iKGbTAwV2te|R9q3DHLjQjhMjWPTHCrwRKfzKN2Q5m9MvE|RA13jBa6uV2i6ST5eZeFxfC555mZ5KWxbx|RA93uTizSCs6cxnvKY87fHDPLNywMCKzh5|RAJW1LvFHQ7rU5evzmgcU1k3a6UF7bRHpd|RAewwV8gNSudaVWT6DLx7i4nDEHUcFkfFm|RAjK7Booe1ob6pBjU8R6SXW7rCRoKDrtbx|RAkuyc25hpM1mp7UhQVeXK1sKNzVsA2oDT|RAqsbziD3DUWqNQohk53fn2U1GU2iuCLz9|RB5vqfDsaDDueScHrocLF3i5rmqFABrLMT|RBYoK7WqFF7pVo7wNncWVpoceEaaUt76v9|RBdQ5xzkW27Nr5qfkQPaz2SWQfDA4QCob1|RBdprPpXqPyudv9NgutfufE46jPi8toxjU|RBsGuBBmjy723fN3gwvREYBcLBaFDbAC5H|RBtu7wUcMyTCnbGMRLH6w3378jqKVmzDC8|RCT17dq6qBPSrFBsbf2tW4Q3qLKTk6jGY9|RCZuZxTxDxiKXfyGt1X3aqBgC1amH7ihFh|RCcZ9Mnq9pKGQQbw8CvjuNh939nhuQHXoK|RCgDK2zPc1R4YiBZhC5JeHsWgx5NvDtzDB|RCjNQ7eo74QethxdLuHEEk7cPtkS4rxLff|RD2LMDNCkKq5MrRA7WtsLyGnLiB3hAVzrr|RD2SqnxxSAKTj1Y14QQPGwoNCM2Fp6dJpr|RDA1TQ3Vv31HBYuaCXy4ezCDBeYCrBcgEd|RDCzB8Rb8X5ihvD7n7qdvuRcWHTuUBhHT4|RDG723m79ib7egN79FK4LKBehJdkja4fnZ|RDGNyfAsBvRQ89DUCFNYBAyEB8hEtFWbna|RDP1R9NvzPN6w21W4pdBgzrM44pZwvwRe6|RDVCS3Zk8TwY5oi4onHSPXgxhkL48TJ2b4|RDbi4h2Lv4i5rghcRT5VaZGE2XAEM444Zx|RDcvAmBcGD91uzR8Fz7eP5rn8X9p427Fdi|RDdcfbJjycjTDLhDWCHpkrxjpW6FbjEAMJ|RDe8UFbRx6SdJ6LHEAZNmeUExaoNLP13fH|RDfvvSbrueUDwKquEDTek6ete7P8WEErsi|RDgdDp2eAEWD7Ee2g1Yh5G65xZYVy6wR22|RDjo8QwuEwEPMuUaYCfn1btuivYDjRchnK|RDmCXdn7jp8xZojodccqf6mgoizWnhEunH|RDomq9eSAqEqyL6fw1B23cF7fYb4qug5o4|RDtGmTaE9pHHCEo9ynfXVL9kGogbkVz5GE|RDvnETW9MDiL1FC5gVsEZChAPQqBPaSdsL|RDw2nxRopxZkxtnuFBHtVwH2kipkn8FTPg|RE4Y1MVwZj4WsSTnnW1LABjva7jDXgJuDY|RE6MoeATGASDZ9opthFVFqSVH2gZKNUiFY|RE6rRUZksMr4G8wVoKigmuSKiGvauwYcHg|RE8SmBAMBcsK9sNQxZsfGfw9UKkSd8yp7K|REB1ci3DFfHEQ5DhiQqZ1iS4gPXdGEqyMK|REDdHmRDFat4frV3pZednDMf3vVRM6iRdP|REHFG7vJTGezL3uJGuySMxzay6NC6YYms8|REHHSBxn8mZ2iFUGdokNPgkm4QvZsjgVEV|REXQXwi1AaU63Qc1vqobt9rsGpxE1WaUzK|REbGj9MpiWNibgUh2dsxwxmf1vR4S4UL2Y|REhMhytNYvrmZwoUA8iDiXr9DbmWkaErMH|REiMhjhAqfJmhT2fxo3mYttpRKx5rV7qXV|REnJTdwgQY4uXiyMsrA579gWgmEY6Z4P7S|REr4xqw1fSQQLEo1yUtgn9V9e8boRGLCZ6|REs4WmdfDiWBNth7ZJGsMY6B7CgVm7stwe|REtgz5JEJiTQk1XLrSH4Hq5NJpNf7jZ6tb|RF6rQaheUaD5o3eRvRL18Pw9BGrVL8yknX|RF7HfsDk7tKpHv3VVFmfkudqPyHe12TvMQ|RFYfcMTVepbHgu7NB6nrZCT2ajCTXPbF2n|RFbtM4Q2R228WTKx7QtTSyB1yKpuLjZJqZ|RFiRbG11Uokca5eVBR4XnqbWPRNk2EE7f3|RFkf64vpYbntcg59GXvHSRAapFE317NvkH|RFmgsnHtProACGSJFxPfig8soxgU9DoqMK|RFzQVoVmr6NQ1YTgpoYHberwDciU7TeYP1|RG2K36jEL3REUqDHSmauTZ8bb8XAjVkzxp|RG2uiqeCqCgREoqhM526sbGT5iEdR9oKYZ|RGFVUZ7EsMxSPUhme7QduLiRET9vEcXa7B|RGFgugf3aik5qP1fHbU7D1baR4iGFxbjop|RGLeVL14Z5cUsd5Xq9jtRM4ynZztTuMcRi|RGNHoBkp7EeycXnnmZHLb3R3HXzDEQiq6K|RGbmc5wU4cuHcf64sUZwpfYvYf22HVYMFv|RGffRE6Gmr6Wd1da37hMjWz1FGFEpcgMrJ|RGnGTWMj7LAUD6tJFHEq7y8GuKzDs2pm3P|RGqGgfMib2RS7R3yB6DQxCs2VehFRXPxSY|RGsj4HNXw3dKhnoP9MfkcxcEy61D3rX6Lz|RH3uuaFZ1gMfruXFEyD4DP4bq77PVtgyJ8|RHAAjndkrcnzDZLm4U75Q6AmLgF2RB9XSj|RHNsBJ82TjVQXtVVhTXBBnKRctebsKSddQ|RHSahZLXvpPbshnwLomJD1Pb9t78htGv3w|RHSd9CTe18LrBW9DhoDzvjjzsUMUt1zQEr|RHWNafNHt2C3Y2k2E7dsKn51ysHzccE4BG|RHiVBtyHETtbYbr8LRdhizRWQznDyJDn2r|RJ13fqtmisEJvkKyhbvJzmCdSwHw3DH6i7|RJ1w76KUqhQ7mcmQnTLa8UPF2DZJRguTAE|RJhbQtoqedJ17NrHvpSEdAtzHrYw17azLk|RJsJ4LdrtUgWhXr5BkW82RDdxGDHdbGS5W|RJvByjm85to5MpcwyW6i3mhJHVaNW4t1ig|RJwZPrFhRa13SCudKzd7PKcDW4MrZ7pvRy|RJxyB9KjwpcKZ1RM3ZTbxxBpQxSCT83rj6|RKBq8ZKSn6SyAQWNMvFL615scnvupvtQ5V|RKKXZd4Qt2CXC9yfnimSPD9cATpmT3WKUV|RKVLoypKr1ieFQ8rGWNT7GUk8rPqbctsu5|RKjNbs9yg1hxTZBthgUEzPh5HAUdniyffU|RKkuTSwvayxN2HPzv1JD4riZUkbDqTxjJC|RL1t1T1wxdB5ydhFpXEsUEr5iAhCYfJdZD|RLDMdFJsGZtMHMvzsLznTFsdaRcn5rKFri|RLWaVXKRQZdW7KyzzKcn9YhwMrr9nQL5Xz|RLgFDmSnbS591nAV11EJ6VwCFdDk56MM8t|RLhXpeUuUD8bJcgpqJGVsbEYsZkCGCAM1m|RLiRJZAHiTDCXxujA1q2uaqmKQPJNs5Gya|RLydsCGDyNjEcf2kJMJw3koR41Q3jN8rFm|RM3FbyWzhjN456dZmqHWZgZVrjQ8abrqCz|RCiWWZudNGf5ez9uq1erGQpDpV8knui7YS|RMStMBp6GMEkQMudXBJAjG9NSPsNLYeBPG|RMaaF81MwGzRDyRRhus7dF32JpgYk2Gg96|RMbDLz5BweAqHxbVntdm82eQfFGNusjgDs|RMbRXCA4H5PJQmr1ZJKaWmHcrU7Zm3dwVi|RMt256aaMcXgAZPV7pTLN6pPwFZ15dCPvw|RMzgMhp5awbST5coUjKbXf29gChoPUK9NS|RNNn6LuK3mkxbhLSbxoRoA738DgLJv1kvb|RNPaAS71P8fUmg21G6iSwXDmjHCWsNXk3s|RNUuXt4DLzE1fqMid3pPJ7T8LprmQ34ymM|RNfNiDC84y9muCRsUa76YXe98NWHLY6zRZ|RNkjrwESsDnnJUBDfdYpwHWnHKcJcyxJzy|RNmnpWT2DVT7J1oRMUtrPfM7az52oJbLpE|RNwMjniW1Pc9VjbS5h93RSvedtx1srnanG|RP2dLsduxjnt3xwbZKLhmRyuyPyZcfEoaw|RPAxt1zT9EWW5AfbdoYysmwedeFUYCMwxa|RPFQuryzABJZFCSDFRSP6hXdppsb5VNJkb|RPKFrzgaPawa7eatQKbKdLV6TmUr86MLHU|RPNQeC3eVtNLcVGy3gqp9PCVKV1yLLZZFL|RPbteHGDWK1jGrjUMUx2Q97zDDHjvv4VWm|RPw7aYSG6y4qTHxTP4Pex5Nb9HnHtcPTFR|RQ8BxNjPnxXAiRjTnaDfRF1vgfyqRWE3qn|RQLufZZCPmKYTZEzL3R2t6hXZfzVE3mcZy|RQR7mEpRzyu4RoQXEyb6V7q1eMgzNFBR8H|RQResV2Z6vFDiXjzkUH1fcNhJcPD8ZHvTG|RQTvctvgxy3TcYk7jqehVQXCoUrLEGb4ZH|RQaHeGvbkTkGdzsQYHBKYrv31jYFzbPU6t|RQgRNyWqqNyE67bUP77qz89FoLwHviwiro|RQgep5UbFjfKZP8qRfYHiqtFjdck57SjQt|RQigym8E1BJmy6Z6NH7DBXGirVspm816Ff|RQjHNqAN1DtrSm8TUCEJ3sfDf93FY7Vtot|RR3YBbho42xpnFH5dy72m1YWhyYT1Hbn2K|RRDt6MmVZmQC72xC5Jz8nK5ffWVHgEhQAX|RRKAQpg1KZjXZeTVNuWFbLQLDXbCpRTaUt|RRMVV16fvYjqd676aoG1hgu6JTYmxMxFV7|RRYFQJVidfTHhTQH6mpLRYF2CqxLM5DShD|RS9oD6aDco9WoWRopvZXedThYHcA1d51Ft|RSAFk43HzPXZgN4hadfoKgVqFZUkoFAn3p|RSFb8QemMpeecEeJ439yw1pHgfBoSooyK9|RSGAqQxJGFY1ubPqGXb7aLwB7DczRVpuyL|RSMbxocBVt1pNqtABJYw5QoDhu2WWPTyz8|RSYrF2UCiQGFyYVkqLVHTE2cTvKyE6ETyq|RSazZMd5G9bSY1NqeB6C3Gr1fv5iNX54DW|RSpPXUqtrF7vF3VFatMHAMvx4mgDo5pmDz|RSpfEszvAG8zXMN1AbpHnLVJHsNUWZisyf|RSu7DTqARr47WpZsz3u34KXrQjQzcFst3S|RTPTyMEuMkMZAHjZFWasNc4h94UYspmwwy|RTcAouzFWsV4rmYccnXyPR24TFNXMny8j9|RTdDHvi141fyQqsS5JDVmEKo9G2k6s81Qb|RTsAir4JFSxgp9FP3M4ndS3dotf6YmK68F|RTsKA4xRSborh3wxXCHr5gbCBN34tJcjBJ|RUGyP45sewVRKSBYAAWMu5eXZPpoDF86Q3|RUVXpuVTAoevs3rP8Yn2h9T4VNaw3nhHfv|RUmYsRoX1dk2sqMswwaUXW4ifFS8rKRG99|RUrzLrS85mq7AG3x6aK5SJeezuTKrBBpFD|RUxtw4FnP4ZxTLLz6ap79xYW7p9tFY6dTF|RVBDVdQqcu2DSUhWFDGpbs9uuhuxXoKNmM|RVFtjJ1i5WVVK8oNZm4UcAJGaTDN1kz8fD|RVSxqtXekwYzxBJi2VnwHTq9N5kVB9yasz|RVd6ef2Wt714NZimqgoXhntYiyQzjTacT6|RVseqkyoGZSDG37YD9CAA6Xc8Xb8UFRDDU|RWCLpajDs79vSsnjbTb6X2UDvJoS1biPcn|RWWRmBWoxDnMxJn19aMpGK1wmrV8Hit3xJ|RWXGdsBdgYydEYtkZy1Vkv88EgJfya8tHv|RWdDtvCK5Njf9Yr77Xf1fPatiyGhyg2rLU|RWodtC5UXZ1zmpWfUa531Nxrh5sr1CsQYH|RWySqvc53H8toNR7fqu9w6HNAjnXtW72tk|RWzvDYhTpnTdTSPLuT8z9vyDzwFbpcGufe|RXFnxUuDmh2hZ18YiDWcmHTKNuw15AYutq|RXbokCz1Si5J5ZHRtwZ4njGGc6GofmAT8b|RXf5YKKccXj7MCnWK893Zpi3pT5j5n3KCe|RXfvtMzDcnVxZBJNY4PZHuSjAiEv6EK2p8|RXtmizofSFRgkrARB5EwQnp1Dp1x4FwGHT|RXtsHcu6cu4CigeSsvsVKEAd1CBu7WkD1X|RXyY8yWHQJuteAUpZTL4HxnbaFHtXDAnvf|RY5ERxg96Rq24CWXmJjfc5A8H6cm5wKNXn|RY8vBrxS5k9ZFPKbYgfBF8sC5n9QjvTsHS|RYEve9MpQRq2WNtijpEvq2QLD5S3j3VXQH|RYHB9wcdG3HDKJ4UivFP4vewCg7hDvpWe5|RYTtc4Z3jNWJ2pRE9d9K85xm2KwfMYffAE|r8NDy7rBcKWCMKNhjGcJz3sjpKtcjWU76F|rJ3AiQHTnxdwQrfft7jrYQ31PUiY9gPgY1|rJdd4XsZhPpbGNpfgfsYsT8inDVuRMxzzm|rPAnpBKN8wQt37PWi1sv4X8V84zdfUL2Ug
6f6c9c439cfb4091803e94d88ed8edd677efd10f1883a330dbe0b5e3d7c63dea,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1537.65237025,3,2,False,,RJH29eyTDUWWdgMbnkwn7pkHUdL1jek9tm|RNUuXt4DLzE1fqMid3pPJ7T8LprmQ34ymM
61143ef2f73dd54a811a3bda89a6fc5df127a88055f263f083bf931ba4382f54,4488781,NOT_REPLAYABLE,depends-on-unreplayable-parent,,736.55056844,2,52,False,,RTytaMsYyBqEhzZWj8U7D5ZYYF8im9Tzcn|RLZWrJ4Afo3rbeT1yGN4wJ3cQ1HmFD889f|RUWxkrvXcEa8SWWzcwurRwToniJzvrPFTW|RW5D1nASaCzPz8HGbDzTfmLBKpa5yYpXmR|RPchgKKG8DSBMdyPSStst5AMmNdjRV53z8|RBXWcd4H2m9fiSX8nGimRsbXkxcDB9RDCg|rHW8VQi42ndDyqbtCLbz7iYK7wzuC54nYm|RNpjaZTkxd2UCGdQKs5HaDvwyN166PDpKo|RR7HVgDzpzvw3Xouh9ssMaAQZRmFAbebhp|RTid8XQJnCQeqbg8GXLyfpgvbQazEzV188|RM5Gev8crVrYoRVvXCxQvZvV3k6d7U7aWH|RWM5ViN9RDjR98njm49jxynVRdQZye2R6R|REbLdHbGZJ53iWgwaL58CTrqZEZtPFmAos|RAYQidFme66uja6sYurJK71nfpHZLDTMzY|RCQ2nEhj37mLYgurRhqnQZrQbY3KGpr4S7|RTczVTtBg9aKdRx5aWnvP5Z2gQNXHxK9G4|RFGLYzhCmGmoXZkVirgEyLfKum6AfXppEA|RKQxic3sp28f2ESbwJ66GL9Y1rCx3DYrHR|RRYe1r8FW7sLHsmFrLwt8qK5u5srQDqCuG|RNS42852w5kh3Bfwnob4rBLH8Vtcabv66T|RV7gmngt97D3eZLCTaqL9GztXy9j7Cj9q5|RWYAvh51v8tkoLjQbE1GmV3bCNc9BkWr2D|RGg4ssBMtyDgqYxR74JKkj6m4WHm14kKpJ|RKYqA3MwwiACGraCgyjQPnzRgVvUCuuqUN|RCAmgrg1JX76vkZYd1qNv6eb8sh4NYyf6U|RWi8vQ1eCrvNb1CVuP1VeHERatpzCyRjTg|REE21Mi8ULGzK4hn5fUupGrEw9ZMgPjADs|RELqxnKsPhhwav5mrMtGSaZKxkLm1x2Y1a|RRckdJy2VWWdJ7N1oSsyGNsZUchE7pErat|R9NpHdf3Xdm4iWZoNdk8GumgdMDfD92CTv|R9wjvoLQXpeXedchAQHd8W9zGkuGTAUTF4|RLNyjX8g5a8utPnNQWncAA9zQhmEfgec1i|RP8x2puoUjqYZC9uQN2RLqKkk9hbY8U9gW|RDSayYtYckv7XoJp7jfh6tEYCZoEseiKyj|RHJf9sh9eJU7tvmqfNdL5c1BTiiJFKqCcA|RNs7YxBynAviN8RG8NvPVq8CF92AMZqRxS|RJPAGy4aBUXGwqLrM5CUrkDXWC9XePhoxf|RKFaMUt6zUrUF9GyqwqMbivNnQryNCVA51|rSwzFnURFwimvZptm23bc6vqvBZHBDkHaT|RK58T6WPjuxeXzfTvSYoA6TqN3A5hhgQez|RBBewX5v3xsBic9UDzoH9n58ZFrYNmZ3Nn|RCXhfv8Jztsi1XB76CfZ9oSPH7uemAftBp|RMsia9NthDBceD9aJZ6s2VqDcG5qFJ8oqK|RE18E6meExeAH44LZRCeiZGV3Fq8AoLkt9|RF5cAMh3dednZJDu8QG3q2W9426dUk7fcZ|RU8S4ZmxDPn3M2LJ1i61tPRsweCMdYvZNc|RV3mFA3yzbJWaRHLVNX7pW2CUaDN1rVZ3q|REgXYyTuC6FfMrpetduM6FFfKgHM1d7dJV|RBfudLqYMu5YXcGWHUcaCVPbdg1rfecKWy|RXUsByt5pnEo1cnGQASE56FFdhqBWZtcXr|RNM6AF1xcjbupFAPGc8S5ZPWaTVDhTBdjV|RGKqBaqfTvHV2MhLsNmu6ufrK3XpXUzvxJ
2ebcf5013e4f7c6b0083b598f3f2a68e8c0bfe771bc2560c5a36a43455202e7c,4488781,NOT_REPLAYABLE,orphaned-coinbase-input,,2500.03126156,2,43,False,,RJ5ZnAPKnvpqWKFxtmWHBKZehtsB4faKwy|RLG1wh4oUP7EHcknenzCB4uF9caQiyXVGu|RUEf8ECmH2Mt3HCJpZcji5QedXnvGffFpv|RQhhWPFfijUhmnTqNB9UuxgKHaDMCFaQvH|RDoJeS5H3aHDZQGxxDF6zzpcsCrNbXejR5|RXARqKwfL4kXsncCgprCRLq1rqNu157cks|RS1HwtdgEtd6sd43aSpiUjG8wHpjhM42PG|RKAJCD3Yw1oE6XDiagQfRzCHzMVmxWQBx7|REW7TBtv9wCvMxb2bbHFwGDbg1t3xLECv4|RAhgeaUKWuXHAHoz6or2LApLaNwJ2io9kw|RHbwcLhWENjdRR7Mczp86C9xd1YRKoWUUR|RU5KjxrHnDNLzVMrAueJGSPsJsz2F8gkUp|RRpiqq93Kw2LxCMiBZP9SVUwMm5VaB16AF|RXPZjPx87mexKSAPhVRtCB9qiuPipqPN27|RNYBu9mikDaqfovXGep4Rd3UEnJXJ8Mbn3|RYHyuMZWKm5cFpGJmgDuGB9dF4w2HiPDVL|RSfrE5zKkcEzN1494FsCngToc6ncaAUkvA|REr8HU1kkW6TSZUQotJ2XwBg1ZuK12oiHN|RKUv1bHzVQidtHsMagaDVRKq9rwbA3JmCr|RRWrzaETUdSXGC61Ysc1GMBysU5hRJkwxp|RXEqyg7K1RJwBSbzKMrbN36umk7YYh3cx3|RNk6r9wAp1xTGdFGzraGgyRNBJdkmiE2nn|RYTuyGCR6Nob4MkkqKygS3nZyM8fR44y2h|REeyMhz4XAVbayqpG4JMnMLnwxEDzQoohi|RDuGs763yXdgUDeEafF5MEaV74hm5gU9B3|RKjm5EPm1sv2BsT4E4XgoHZpmoMidY3zNH|RSawqvSuXEKYNUyMWc6FgY9wq99FPRJoc2|RQDjCX5kD9rWRVW69HxWcKz51k24xDHpjd|RLM13GAUW4MoYFQfm5mBeDGcKdo17DNCW5|RXsuGyyb2sYWrjrQ8Pd2KfbrJdDr9CooeE|RS9SnUNKDLynqFSk3rfzpW3PNsszPp4uFt|RCSiGmzFULkHTHed3xQAoQATYwAaaps5cC|RFFuND6Y3hK9ZJbyVohhBMLDfQW9hiry44|RCwKWFnb1jwytx5EnWNoR6pSyc1AfNNwjN|RDQFzyzsfq7F4fcSLhnudZgT123DYaes5j|RW72Ur2KfheHoj86ZHkFxnma2bp8QcLabG|RXR9V7jYovcV5BQpAYnLP9MP4jJuJW9HQM|r7TThVQEgfupgHXAB46omtfqG85p17oLtr|R9pYdhV87Bw27CUPYKXP5eNiBR9TrDdvYE|RR15Ls1TX3KqSJg5NyvEDPcZbVHkJTyo2B|R9ivQLkmRAQekBwQYGVCkMAxWFFHLGPuBU|RJqbrgBLyTVfZ1QDRkrJVwSjp66VJkajWq|RGbYXJWe57NxB13u8iYTqZufMfq8eLMkLg
fcb9624f8bc1cac93faf84f979bf9c2b0fee1b3ad49c65474463ab2bd51287e4,4488785,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1026.19125382,23,1,False,,RUb5BnbzzRCuordjRyueqCXYf2JDhD9f2R
3b9eb578009d015de45c32daebe3bd94f608187b16d26f0eff7717d5df8af1ce,4488785,NOT_REPLAYABLE,depends-on-unreplayable-parent,,11.13518888,1,1,False,,RKnTN7BUuunLAP7gySq3UNm94wBU3rLA6a
1f59665ffdaec5e85cf69fbcb336c40112853b9e237cc6d8b3af0df25fd403ae,4488785,NOT_REPLAYABLE,depends-on-unreplayable-parent,,12.46587925,1,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
d5cb40856c36d77d896b54523a1a15ca50a29431122c1cc8ea7372176d5d3264,4488787,NOT_REPLAYABLE,depends-on-unreplayable-parent,,284.3246101,17,1,False,,RM3UvGttUMBGwpNswBLhXCapUeLQUWPcsH
876cb73a4418ed7808856a548fccab3c26d3346cd15a8f254a72d40000c06c3f,4488787,NOT_REPLAYABLE,depends-on-unreplayable-parent,,577.11948538,1,6,False,,RDLBJT5S6dmuoPg26caEcimbQPKfoyG6cc|RUpU4DN6hS3dk2y73qw6ALp56GGJmdr3Tn|RCSvn2xQHjTVTpEWhf2MhBuMkZaTeuM5qw|RKwESkonp7xqXZrca9JPnDBH3oUiGK6yNf|RJKHTPbFMq93T1rnaXT4VP3FPJGPkiG4HJ|RFht2EjCagZJwu9UL7zaBadoU41mdLhaHp
eb8f0dfe74d3194ff7d6c38669d254ff221385270dc86db20e35c407ff764ac7,4488789,NOT_REPLAYABLE,depends-on-unreplayable-parent,,5912.91494761,2,1,False,,RMKd7jAm9y682pLc6QiHSUFTxZReSRKZfe
fc4296ccc99e944b7c88a7d04547513584104bc58eb85a7e94bac909bfb4d613,4488790,NOT_REPLAYABLE,depends-on-unreplayable-parent,,754.71397989,50,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
cdd3f76ce78b257fd639ad7531974c4893b5369f123220692e45347226397cc7,4488790,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1678.86523405,50,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
5f8d769d2e2a3163790582f547821b342f3d901095a58026a00fc56b5749ddfa,4488790,NOT_REPLAYABLE,depends-on-unreplayable-parent,,3031.15276766,52,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
d7ca94b21aa943b5a4fbe84aaba987cbb4a6ca83b58329dc4f9cb8efce178aa6,4488790,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1234.90521058,51,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
a283dfe022125ef65c2e8e752a0b40c762824524610cece982cfebbede6aa6f6,4488790,NOT_REPLAYABLE,depends-on-unreplayable-parent,,899.61865255,53,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
ba2e13e616ca1d0bdd9f2af4912351c7d226622f25e6603f9375665f05de622e,4488790,NOT_REPLAYABLE,orphaned-coinbase-input,,4941.35437559,55,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
40dbf651deebf8b9dfbb737a7eafab0356f6a0125292d43e0e1fc25c8936c937,4488790,NOT_REPLAYABLE,depends-on-unreplayable-parent,,1028.50646811,50,1,False,,RNqSvKnzEzBgt9rUvaWCPBTyNtZRogEpo2
